file_path,label,track_id,bpm,dataset,filename
/home/jupyter/datasphere/project/medi_fma/fma_medium/067/067763.mp3,067763.mp3,67763.0,140,FMA,
/home/jupyter/datasphere/project/data/genres_original/jazz/jazz.00076.wav,jazz,,117,gtzan,jazz.00076.wav
/home/jupyter/datasphere/project/data/genres_original/rock/rock.00017.wav,rock,,123,gtzan,rock.00017.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/066/066864.mp3,066864.mp3,66864.0,150,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/017/017452.mp3,017452.mp3,17452.0,165,FMA,
/home/jupyter/datasphere/project/data/genres_original/classical/classical.00020.wav,classical,,144,gtzan,classical.00020.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/004/004333.mp3,004333.mp3,4333.0,141,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/012/012109.mp3,012109.mp3,12109.0,133,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/017/017988.mp3,017988.mp3,17988.0,91,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/001/001123.mp3,001123.mp3,1123.0,157,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/042/042464.mp3,042464.mp3,42464.0,123,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer1/70_punk_144_fill_4-4.wav,,,144,groove,70_punk_144_fill_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/032/032448.mp3,032448.mp3,32448.0,148,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/122/122465.mp3,122465.mp3,122465.0,132,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/019/019628.mp3,019628.mp3,19628.0,109,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/111/111215.mp3,111215.mp3,111215.0,114,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/034/034484.mp3,034484.mp3,34484.0,160,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/017/017441.mp3,017441.mp3,17441.0,129,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/032/032517.mp3,032517.mp3,32517.0,93,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/ChaChaCha/Albums-Macumba-02.wav,,,123,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/040/040985.mp3,040985.mp3,40985.0,127,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/113/113328.mp3,113328.mp3,113328.0,100,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/014/014776.mp3,014776.mp3,14776.0,181,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/044/044285.mp3,044285.mp3,44285.0,153,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/017/017891.mp3,017891.mp3,17891.0,65,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/020/020490.mp3,020490.mp3,20490.0,101,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/012/012413.mp3,012413.mp3,12413.0,112,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/075/075374.mp3,075374.mp3,75374.0,155,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/088/088864.mp3,088864.mp3,88864.0,169,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/051/051934.mp3,051934.mp3,51934.0,107,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/017/017492.mp3,017492.mp3,17492.0,108,FMA,
/home/jupyter/datasphere/project/data/genres_original/rock/rock.00006.wav,rock,,112,gtzan,rock.00006.wav
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Jive/Media-105415.wav,,,83,ballroom,
/home/jupyter/datasphere/project/data/genres_original/blues/blues.00000.wav,blues,,123,gtzan,blues.00000.wav
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer1/100_neworleans-secondline_94_beat_4-4.wav,,,94,groove,100_neworleans-secondline_94_beat_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/036/036052.mp3,036052.mp3,36052.0,151,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer8/6_hiphop-groove6_87_beat_4-4.wav,,,87,groove,6_hiphop-groove6_87_beat_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/014/014868.mp3,014868.mp3,14868.0,128,FMA,
